"vary","value","sim","model","fdr_threshold","sensitivity","false_positives","n_significant","observed_fdr"
"households",80,8,"Simple univariate",0.1,1,36,41,0.878048780487805
"households",80,8,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",80,8,"Covariate-adjusted",0.05,1,17,22,0.772727272727273
"households",80,8,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",80,8,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"households",80,9,"Simple univariate",0.05,1,27,32,0.84375
"households",80,9,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,9,"Simple univariate",0.2,1,31,36,0.861111111111111
"households",80,9,"Covariate-adjusted",0.05,0.6,17,20,0.85
"households",80,9,"Covariate-adjusted",0.1,0.6,22,25,0.88
"households",80,9,"Covariate-adjusted",0.2,0.6,31,34,0.911764705882353
"households",80,10,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",80,10,"Simple univariate",0.1,1,36,41,0.878048780487805
"households",80,10,"Simple univariate",0.2,1,49,54,0.907407407407407
"households",80,10,"Covariate-adjusted",0.05,1,17,22,0.772727272727273
"households",80,10,"Covariate-adjusted",0.1,1,25,30,0.833333333333333
"households",80,10,"Covariate-adjusted",0.2,1,38,43,0.883720930232558
"households",80,11,"Simple univariate",0.05,1,17,22,0.772727272727273
"households",80,11,"Simple univariate",0.1,1,18,23,0.782608695652174
"households",80,11,"Simple univariate",0.2,1,28,33,0.848484848484849
"households",80,11,"Covariate-adjusted",0.05,1,7,12,0.583333333333333
"households",80,11,"Covariate-adjusted",0.1,1,10,15,0.666666666666667
"households",80,11,"Covariate-adjusted",0.2,1,16,21,0.761904761904762
"households",80,12,"Simple univariate",0.05,1,30,35,0.857142857142857
"households",80,12,"Simple univariate",0.1,1,39,44,0.886363636363636
"households",80,12,"Simple univariate",0.2,1,56,61,0.918032786885246
"households",80,12,"Covariate-adjusted",0.05,0.6,23,26,0.884615384615385
"households",80,12,"Covariate-adjusted",0.1,0.6,28,31,0.903225806451613
"households",80,12,"Covariate-adjusted",0.2,0.6,37,40,0.925
"households",80,13,"Simple univariate",0.05,0.8,33,37,0.891891891891892
"households",80,13,"Simple univariate",0.1,0.8,34,38,0.894736842105263
"households",80,13,"Simple univariate",0.2,1,48,53,0.905660377358491
"households",80,13,"Covariate-adjusted",0.05,0.4,16,18,0.888888888888889
"households",80,13,"Covariate-adjusted",0.1,0.4,26,28,0.928571428571429
"households",80,13,"Covariate-adjusted",0.2,0.4,36,38,0.947368421052632
"households",80,14,"Simple univariate",0.05,1,19,24,0.791666666666667
"households",80,14,"Simple univariate",0.1,1,26,31,0.838709677419355
"households",80,14,"Simple univariate",0.2,1,41,46,0.891304347826087
"households",80,14,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",80,14,"Covariate-adjusted",0.1,1,15,20,0.75
"households",80,14,"Covariate-adjusted",0.2,1,23,28,0.821428571428571
"households",80,15,"Simple univariate",0.05,1,21,26,0.807692307692308
"households",80,15,"Simple univariate",0.1,1,25,30,0.833333333333333
"households",80,15,"Simple univariate",0.2,1,40,45,0.888888888888889
"households",80,15,"Covariate-adjusted",0.05,1,16,21,0.761904761904762
"households",80,15,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"households",80,15,"Covariate-adjusted",0.2,1,36,41,0.878048780487805
"households",80,16,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",80,16,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,16,"Simple univariate",0.2,1,35,40,0.875
"households",80,16,"Covariate-adjusted",0.05,1,18,23,0.782608695652174
"households",80,16,"Covariate-adjusted",0.1,1,25,30,0.833333333333333
"households",80,16,"Covariate-adjusted",0.2,1,35,40,0.875
"households",80,17,"Simple univariate",0.05,1,33,38,0.868421052631579
"households",80,17,"Simple univariate",0.1,1,43,48,0.895833333333333
"households",80,17,"Simple univariate",0.2,1,52,57,0.912280701754386
"households",80,17,"Covariate-adjusted",0.05,1,21,26,0.807692307692308
"households",80,17,"Covariate-adjusted",0.1,1,31,36,0.861111111111111
"households",80,17,"Covariate-adjusted",0.2,1,38,43,0.883720930232558
"households",80,18,"Simple univariate",0.05,1,28,33,0.848484848484849
"households",80,18,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",80,18,"Simple univariate",0.2,1,40,45,0.888888888888889
"households",80,18,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",80,18,"Covariate-adjusted",0.1,1,19,24,0.791666666666667
"households",80,18,"Covariate-adjusted",0.2,1,36,41,0.878048780487805
"households",80,19,"Simple univariate",0.05,1,21,26,0.807692307692308
"households",80,19,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",80,19,"Simple univariate",0.2,1,31,36,0.861111111111111
"households",80,19,"Covariate-adjusted",0.05,0.8,18,22,0.818181818181818
"households",80,19,"Covariate-adjusted",0.1,0.8,21,25,0.84
"households",80,19,"Covariate-adjusted",0.2,0.8,34,38,0.894736842105263
"households",80,20,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",80,20,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",80,20,"Simple univariate",0.2,1,35,40,0.875
"households",80,20,"Covariate-adjusted",0.05,1,8,13,0.615384615384615
"households",80,20,"Covariate-adjusted",0.1,1,9,14,0.642857142857143
"households",80,20,"Covariate-adjusted",0.2,1,19,24,0.791666666666667
"households",80,21,"Simple univariate",0.05,1,27,32,0.84375
"households",80,21,"Simple univariate",0.1,1,33,38,0.868421052631579
"households",80,21,"Simple univariate",0.2,1,37,42,0.880952380952381
"households",80,21,"Covariate-adjusted",0.05,0.8,21,25,0.84
"households",80,21,"Covariate-adjusted",0.1,1,27,32,0.84375
"households",80,21,"Covariate-adjusted",0.2,1,34,39,0.871794871794872
"households",80,22,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",80,22,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,22,"Simple univariate",0.2,1,34,39,0.871794871794872
"households",80,22,"Covariate-adjusted",0.05,1,11,16,0.6875
"households",80,22,"Covariate-adjusted",0.1,1,14,19,0.736842105263158
"households",80,22,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",80,23,"Simple univariate",0.05,1,18,23,0.782608695652174
"households",80,23,"Simple univariate",0.1,1,23,28,0.821428571428571
"households",80,23,"Simple univariate",0.2,1,28,33,0.848484848484849
"households",80,23,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",80,23,"Covariate-adjusted",0.1,1,15,20,0.75
"households",80,23,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"households",80,24,"Simple univariate",0.05,1,28,33,0.848484848484849
"households",80,24,"Simple univariate",0.1,1,32,37,0.864864864864865
"households",80,24,"Simple univariate",0.2,1,49,54,0.907407407407407
"households",80,24,"Covariate-adjusted",0.05,1,19,24,0.791666666666667
"households",80,24,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",80,24,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"households",80,25,"Simple univariate",0.05,1,21,26,0.807692307692308
"households",80,25,"Simple univariate",0.1,1,27,32,0.84375
"households",80,25,"Simple univariate",0.2,1,37,42,0.880952380952381
"households",80,25,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"households",80,25,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",80,25,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"households",80,26,"Simple univariate",0.05,1,17,22,0.772727272727273
"households",80,26,"Simple univariate",0.1,1,24,29,0.827586206896552
"households",80,26,"Simple univariate",0.2,1,27,32,0.84375
"households",80,26,"Covariate-adjusted",0.05,1,10,15,0.666666666666667
"households",80,26,"Covariate-adjusted",0.1,1,13,18,0.722222222222222
"households",80,26,"Covariate-adjusted",0.2,1,18,23,0.782608695652174
"households",80,27,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",80,27,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,27,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",80,27,"Covariate-adjusted",0.05,0.8,10,14,0.714285714285714
"households",80,27,"Covariate-adjusted",0.1,1,15,20,0.75
"households",80,27,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",80,28,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",80,28,"Simple univariate",0.1,1,33,38,0.868421052631579
"households",80,28,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",80,28,"Covariate-adjusted",0.05,1,13,18,0.722222222222222
"households",80,28,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",80,28,"Covariate-adjusted",0.2,1,36,41,0.878048780487805
"households",80,29,"Simple univariate",0.05,0.8,26,30,0.866666666666667
"households",80,29,"Simple univariate",0.1,0.8,35,39,0.897435897435897
"households",80,29,"Simple univariate",0.2,0.8,39,43,0.906976744186046
"households",80,29,"Covariate-adjusted",0.05,0.8,13,17,0.764705882352941
"households",80,29,"Covariate-adjusted",0.1,0.8,22,26,0.846153846153846
"households",80,29,"Covariate-adjusted",0.2,0.8,36,40,0.9
"households",80,30,"Simple univariate",0.05,1,31,36,0.861111111111111
"households",80,30,"Simple univariate",0.1,1,41,46,0.891304347826087
"households",80,30,"Simple univariate",0.2,1,47,52,0.903846153846154
"households",80,30,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"households",80,30,"Covariate-adjusted",0.1,0.8,28,32,0.875
"households",80,30,"Covariate-adjusted",0.2,1,38,43,0.883720930232558
"households",80,31,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",80,31,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",80,31,"Simple univariate",0.2,1,37,42,0.880952380952381
"households",80,31,"Covariate-adjusted",0.05,1,19,24,0.791666666666667
"households",80,31,"Covariate-adjusted",0.1,1,24,29,0.827586206896552
"households",80,31,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"households",80,32,"Simple univariate",0.05,1,20,25,0.8
"households",80,32,"Simple univariate",0.1,1,27,32,0.84375
"households",80,32,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",80,32,"Covariate-adjusted",0.05,0.8,12,16,0.75
"households",80,32,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"households",80,32,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",80,33,"Simple univariate",0.05,1,34,39,0.871794871794872
"households",80,33,"Simple univariate",0.1,1,41,46,0.891304347826087
"households",80,33,"Simple univariate",0.2,1,48,53,0.905660377358491
"households",80,33,"Covariate-adjusted",0.05,1,18,23,0.782608695652174
"households",80,33,"Covariate-adjusted",0.1,1,28,33,0.848484848484849
"households",80,33,"Covariate-adjusted",0.2,1,37,42,0.880952380952381
"households",80,34,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",80,34,"Simple univariate",0.1,1,26,31,0.838709677419355
"households",80,34,"Simple univariate",0.2,1,36,41,0.878048780487805
"households",80,34,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",80,34,"Covariate-adjusted",0.1,1,14,19,0.736842105263158
"households",80,34,"Covariate-adjusted",0.2,1,19,24,0.791666666666667
"households",80,35,"Simple univariate",0.05,1,29,34,0.852941176470588
"households",80,35,"Simple univariate",0.1,1,40,45,0.888888888888889
"households",80,35,"Simple univariate",0.2,1,46,51,0.901960784313726
"households",80,35,"Covariate-adjusted",0.05,1,21,26,0.807692307692308
"households",80,35,"Covariate-adjusted",0.1,1,27,32,0.84375
"households",80,35,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"households",80,36,"Simple univariate",0.05,1,18,23,0.782608695652174
"households",80,36,"Simple univariate",0.1,1,22,27,0.814814814814815
"households",80,36,"Simple univariate",0.2,1,35,40,0.875
"households",80,36,"Covariate-adjusted",0.05,1,15,20,0.75
"households",80,36,"Covariate-adjusted",0.1,1,18,23,0.782608695652174
"households",80,36,"Covariate-adjusted",0.2,1,37,42,0.880952380952381
"households",80,37,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",80,37,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",80,37,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",80,37,"Covariate-adjusted",0.05,0.8,17,21,0.80952380952381
"households",80,37,"Covariate-adjusted",0.1,0.8,24,28,0.857142857142857
"households",80,37,"Covariate-adjusted",0.2,0.8,35,39,0.897435897435897
"households",80,38,"Simple univariate",0.05,1,27,32,0.84375
"households",80,38,"Simple univariate",0.1,1,34,39,0.871794871794872
"households",80,38,"Simple univariate",0.2,1,54,59,0.915254237288136
"households",80,38,"Covariate-adjusted",0.05,1,24,29,0.827586206896552
"households",80,38,"Covariate-adjusted",0.1,1,35,40,0.875
"households",80,38,"Covariate-adjusted",0.2,1,40,45,0.888888888888889
"households",80,39,"Simple univariate",0.05,1,32,37,0.864864864864865
"households",80,39,"Simple univariate",0.1,1,40,45,0.888888888888889
"households",80,39,"Simple univariate",0.2,1,46,51,0.901960784313726
"households",80,39,"Covariate-adjusted",0.05,1,13,18,0.722222222222222
"households",80,39,"Covariate-adjusted",0.1,1,20,25,0.8
"households",80,39,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",80,40,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",80,40,"Simple univariate",0.1,1,26,31,0.838709677419355
"households",80,40,"Simple univariate",0.2,1,35,40,0.875
"households",80,40,"Covariate-adjusted",0.05,1,11,16,0.6875
"households",80,40,"Covariate-adjusted",0.1,1,16,21,0.761904761904762
"households",80,40,"Covariate-adjusted",0.2,1,24,29,0.827586206896552
"households",80,41,"Simple univariate",0.05,1,31,36,0.861111111111111
"households",80,41,"Simple univariate",0.1,1,37,42,0.880952380952381
"households",80,41,"Simple univariate",0.2,1,48,53,0.905660377358491
"households",80,41,"Covariate-adjusted",0.05,1,21,26,0.807692307692308
"households",80,41,"Covariate-adjusted",0.1,1,27,32,0.84375
"households",80,41,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"households",80,42,"Simple univariate",0.05,1,17,22,0.772727272727273
"households",80,42,"Simple univariate",0.1,1,21,26,0.807692307692308
"households",80,42,"Simple univariate",0.2,1,33,38,0.868421052631579
"households",80,42,"Covariate-adjusted",0.05,1,6,11,0.545454545454545
"households",80,42,"Covariate-adjusted",0.1,1,7,12,0.583333333333333
"households",80,42,"Covariate-adjusted",0.2,1,15,20,0.75
"households",80,43,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",80,43,"Simple univariate",0.1,1,32,37,0.864864864864865
"households",80,43,"Simple univariate",0.2,1,46,51,0.901960784313726
"households",80,43,"Covariate-adjusted",0.05,0.8,11,15,0.733333333333333
"households",80,43,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"households",80,43,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"households",80,44,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",80,44,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,44,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",80,44,"Covariate-adjusted",0.05,1,8,13,0.615384615384615
"households",80,44,"Covariate-adjusted",0.1,1,16,21,0.761904761904762
"households",80,44,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",80,45,"Simple univariate",0.05,0.6,22,25,0.88
"households",80,45,"Simple univariate",0.1,0.6,24,27,0.888888888888889
"households",80,45,"Simple univariate",0.2,0.8,41,45,0.911111111111111
"households",80,45,"Covariate-adjusted",0.05,0.4,12,14,0.857142857142857
"households",80,45,"Covariate-adjusted",0.1,0.4,21,23,0.91304347826087
"households",80,45,"Covariate-adjusted",0.2,0.6,26,29,0.896551724137931
"households",80,46,"Simple univariate",0.05,1,20,25,0.8
"households",80,46,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,46,"Simple univariate",0.2,1,36,41,0.878048780487805
"households",80,46,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",80,46,"Covariate-adjusted",0.1,1,20,25,0.8
"households",80,46,"Covariate-adjusted",0.2,1,28,33,0.848484848484849
"households",80,47,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",80,47,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",80,47,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",80,47,"Covariate-adjusted",0.05,0.8,9,13,0.692307692307692
"households",80,47,"Covariate-adjusted",0.1,0.8,16,20,0.8
"households",80,47,"Covariate-adjusted",0.2,0.8,28,32,0.875
"households",80,48,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",80,48,"Simple univariate",0.1,1,35,40,0.875
"households",80,48,"Simple univariate",0.2,1,40,45,0.888888888888889
"households",80,48,"Covariate-adjusted",0.05,0.8,9,13,0.692307692307692
"households",80,48,"Covariate-adjusted",0.1,0.8,13,17,0.764705882352941
"households",80,48,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",80,49,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",80,49,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",80,49,"Simple univariate",0.2,1,36,41,0.878048780487805
"households",80,49,"Covariate-adjusted",0.05,0.8,13,17,0.764705882352941
"households",80,49,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"households",80,49,"Covariate-adjusted",0.2,1,30,35,0.857142857142857
"households",80,50,"Simple univariate",0.05,0.8,24,28,0.857142857142857
"households",80,50,"Simple univariate",0.1,0.8,25,29,0.862068965517241
"households",80,50,"Simple univariate",0.2,1,36,41,0.878048780487805
"households",80,50,"Covariate-adjusted",0.05,0.6,13,16,0.8125
"households",80,50,"Covariate-adjusted",0.1,0.6,14,17,0.823529411764706
"households",80,50,"Covariate-adjusted",0.2,0.6,36,39,0.923076923076923
"households",160,1,"Simple univariate",0.05,1,29,34,0.852941176470588
"households",160,1,"Simple univariate",0.1,1,35,40,0.875
"households",160,1,"Simple univariate",0.2,1,40,45,0.888888888888889
"households",160,1,"Covariate-adjusted",0.05,0.8,24,28,0.857142857142857
"households",160,1,"Covariate-adjusted",0.1,0.8,30,34,0.882352941176471
"households",160,1,"Covariate-adjusted",0.2,1,40,45,0.888888888888889
"households",160,2,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",160,2,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",160,2,"Simple univariate",0.2,1,30,35,0.857142857142857
"households",160,2,"Covariate-adjusted",0.05,1,18,23,0.782608695652174
"households",160,2,"Covariate-adjusted",0.1,1,20,25,0.8
"households",160,2,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"households",160,3,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,3,"Simple univariate",0.1,1,28,33,0.848484848484849
"households",160,3,"Simple univariate",0.2,1,39,44,0.886363636363636
"households",160,3,"Covariate-adjusted",0.05,0.8,11,15,0.733333333333333
"households",160,3,"Covariate-adjusted",0.1,0.8,21,25,0.84
"households",160,3,"Covariate-adjusted",0.2,0.8,32,36,0.888888888888889
"households",160,4,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",160,4,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",160,4,"Simple univariate",0.2,1,31,36,0.861111111111111
"households",160,4,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"households",160,4,"Covariate-adjusted",0.1,1,18,23,0.782608695652174
"households",160,4,"Covariate-adjusted",0.2,1,24,29,0.827586206896552
"households",160,5,"Simple univariate",0.05,1,27,32,0.84375
"households",160,5,"Simple univariate",0.1,1,32,37,0.864864864864865
"households",160,5,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",160,5,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"households",160,5,"Covariate-adjusted",0.1,1,23,28,0.821428571428571
"households",160,5,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"households",160,6,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",160,6,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",160,6,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,6,"Covariate-adjusted",0.05,1,8,13,0.615384615384615
"households",160,6,"Covariate-adjusted",0.1,1,16,21,0.761904761904762
"households",160,6,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",160,7,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",160,7,"Simple univariate",0.1,1,34,39,0.871794871794872
"households",160,7,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",160,7,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"households",160,7,"Covariate-adjusted",0.1,0.8,15,19,0.789473684210526
"households",160,7,"Covariate-adjusted",0.2,0.8,26,30,0.866666666666667
"households",160,8,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",160,8,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",160,8,"Simple univariate",0.2,1,37,42,0.880952380952381
"households",160,8,"Covariate-adjusted",0.05,1,16,21,0.761904761904762
"households",160,8,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",160,8,"Covariate-adjusted",0.2,1,37,42,0.880952380952381
"households",160,9,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",160,9,"Simple univariate",0.1,1,32,37,0.864864864864865
"households",160,9,"Simple univariate",0.2,1,37,42,0.880952380952381
"households",160,9,"Covariate-adjusted",0.05,0.8,12,16,0.75
"households",160,9,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"households",160,9,"Covariate-adjusted",0.2,0.8,31,35,0.885714285714286
"households",160,10,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",160,10,"Simple univariate",0.1,1,39,44,0.886363636363636
"households",160,10,"Simple univariate",0.2,1,46,51,0.901960784313726
"households",160,10,"Covariate-adjusted",0.05,1,16,21,0.761904761904762
"households",160,10,"Covariate-adjusted",0.1,1,24,29,0.827586206896552
"households",160,10,"Covariate-adjusted",0.2,1,40,45,0.888888888888889
"households",160,11,"Simple univariate",0.05,1,21,26,0.807692307692308
"households",160,11,"Simple univariate",0.1,1,25,30,0.833333333333333
"households",160,11,"Simple univariate",0.2,1,30,35,0.857142857142857
"households",160,11,"Covariate-adjusted",0.05,1,16,21,0.761904761904762
"households",160,11,"Covariate-adjusted",0.1,1,20,25,0.8
"households",160,11,"Covariate-adjusted",0.2,1,24,29,0.827586206896552
"households",160,12,"Simple univariate",0.05,1,27,32,0.84375
"households",160,12,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",160,12,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,12,"Covariate-adjusted",0.05,1,20,25,0.8
"households",160,12,"Covariate-adjusted",0.1,1,27,32,0.84375
"households",160,12,"Covariate-adjusted",0.2,1,39,44,0.886363636363636
"households",160,13,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",160,13,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",160,13,"Simple univariate",0.2,1,40,45,0.888888888888889
"households",160,13,"Covariate-adjusted",0.05,1,9,14,0.642857142857143
"households",160,13,"Covariate-adjusted",0.1,1,14,19,0.736842105263158
"households",160,13,"Covariate-adjusted",0.2,1,19,24,0.791666666666667
"households",160,14,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",160,14,"Simple univariate",0.1,1,36,41,0.878048780487805
"households",160,14,"Simple univariate",0.2,1,41,46,0.891304347826087
"households",160,14,"Covariate-adjusted",0.05,1,18,23,0.782608695652174
"households",160,14,"Covariate-adjusted",0.1,1,20,25,0.8
"households",160,14,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",160,15,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",160,15,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",160,15,"Simple univariate",0.2,1,45,50,0.9
"households",160,15,"Covariate-adjusted",0.05,1,21,26,0.807692307692308
"households",160,15,"Covariate-adjusted",0.1,1,24,29,0.827586206896552
"households",160,15,"Covariate-adjusted",0.2,1,34,39,0.871794871794872
"households",160,16,"Simple univariate",0.05,1,33,38,0.868421052631579
"households",160,16,"Simple univariate",0.1,1,38,43,0.883720930232558
"households",160,16,"Simple univariate",0.2,1,49,54,0.907407407407407
"households",160,16,"Covariate-adjusted",0.05,1,13,18,0.722222222222222
"households",160,16,"Covariate-adjusted",0.1,1,23,28,0.821428571428571
"households",160,16,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"households",160,17,"Simple univariate",0.05,1,20,25,0.8
"households",160,17,"Simple univariate",0.1,1,26,31,0.838709677419355
"households",160,17,"Simple univariate",0.2,1,33,38,0.868421052631579
"households",160,17,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"households",160,17,"Covariate-adjusted",0.1,1,24,29,0.827586206896552
"households",160,17,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"households",160,18,"Simple univariate",0.05,1,19,24,0.791666666666667
"households",160,18,"Simple univariate",0.1,1,27,32,0.84375
"households",160,18,"Simple univariate",0.2,1,33,38,0.868421052631579
"households",160,18,"Covariate-adjusted",0.05,1,13,18,0.722222222222222
"households",160,18,"Covariate-adjusted",0.1,1,14,19,0.736842105263158
"households",160,18,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"households",160,19,"Simple univariate",0.05,1,30,35,0.857142857142857
"households",160,19,"Simple univariate",0.1,1,37,42,0.880952380952381
"households",160,19,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",160,19,"Covariate-adjusted",0.05,0.8,16,20,0.8
"households",160,19,"Covariate-adjusted",0.1,0.8,22,26,0.846153846153846
"households",160,19,"Covariate-adjusted",0.2,0.8,25,29,0.862068965517241
"households",160,20,"Simple univariate",0.05,1,21,26,0.807692307692308
"households",160,20,"Simple univariate",0.1,1,24,29,0.827586206896552
"households",160,20,"Simple univariate",0.2,1,26,31,0.838709677419355
"households",160,20,"Covariate-adjusted",0.05,0.6,16,19,0.842105263157895
"households",160,20,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"households",160,20,"Covariate-adjusted",0.2,0.8,24,28,0.857142857142857
"households",160,21,"Simple univariate",0.05,1,20,25,0.8
"households",160,21,"Simple univariate",0.1,1,23,28,0.821428571428571
"households",160,21,"Simple univariate",0.2,1,35,40,0.875
"households",160,21,"Covariate-adjusted",0.05,0.8,10,14,0.714285714285714
"households",160,21,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"households",160,21,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",160,22,"Simple univariate",0.05,1,20,25,0.8
"households",160,22,"Simple univariate",0.1,1,24,29,0.827586206896552
"households",160,22,"Simple univariate",0.2,1,37,42,0.880952380952381
"households",160,22,"Covariate-adjusted",0.05,1,9,14,0.642857142857143
"households",160,22,"Covariate-adjusted",0.1,1,13,18,0.722222222222222
"households",160,22,"Covariate-adjusted",0.2,1,22,27,0.814814814814815
"households",160,23,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",160,23,"Simple univariate",0.1,1,35,40,0.875
"households",160,23,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",160,23,"Covariate-adjusted",0.05,1,22,27,0.814814814814815
"households",160,23,"Covariate-adjusted",0.1,1,25,30,0.833333333333333
"households",160,23,"Covariate-adjusted",0.2,1,36,41,0.878048780487805
"households",160,24,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",160,24,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",160,24,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,24,"Covariate-adjusted",0.05,0.8,17,21,0.80952380952381
"households",160,24,"Covariate-adjusted",0.1,1,23,28,0.821428571428571
"households",160,24,"Covariate-adjusted",0.2,1,32,37,0.864864864864865
"households",160,25,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,25,"Simple univariate",0.1,1,27,32,0.84375
"households",160,25,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",160,25,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"households",160,25,"Covariate-adjusted",0.1,1,20,25,0.8
"households",160,25,"Covariate-adjusted",0.2,1,29,34,0.852941176470588
