"vary","value","sim","model","fdr_threshold","sensitivity","false_positives","n_significant","observed_fdr"
"effect_size",0.5,11,"Simple univariate",0.05,0.6,11,14,0.785714285714286
"effect_size",0.5,11,"Simple univariate",0.1,0.8,15,19,0.789473684210526
"effect_size",0.5,11,"Simple univariate",0.2,1,31,36,0.861111111111111
"effect_size",0.5,11,"Covariate-adjusted",0.05,0.4,4,6,0.666666666666667
"effect_size",0.5,11,"Covariate-adjusted",0.1,0.4,6,8,0.75
"effect_size",0.5,11,"Covariate-adjusted",0.2,0.6,9,12,0.75
"effect_size",0.5,12,"Simple univariate",0.05,0.6,13,16,0.8125
"effect_size",0.5,12,"Simple univariate",0.1,0.8,17,21,0.80952380952381
"effect_size",0.5,12,"Simple univariate",0.2,0.8,21,25,0.84
"effect_size",0.5,12,"Covariate-adjusted",0.05,0.4,1,3,0.333333333333333
"effect_size",0.5,12,"Covariate-adjusted",0.1,0.4,8,10,0.8
"effect_size",0.5,12,"Covariate-adjusted",0.2,0.6,14,17,0.823529411764706
"effect_size",0.5,13,"Simple univariate",0.05,0.6,14,17,0.823529411764706
"effect_size",0.5,13,"Simple univariate",0.1,0.6,20,23,0.869565217391304
"effect_size",0.5,13,"Simple univariate",0.2,0.6,31,34,0.911764705882353
"effect_size",0.5,13,"Covariate-adjusted",0.05,0,2,2,1
"effect_size",0.5,13,"Covariate-adjusted",0.1,0.2,7,8,0.875
"effect_size",0.5,13,"Covariate-adjusted",0.2,0.2,12,13,0.923076923076923
"effect_size",0.5,14,"Simple univariate",0.05,0.8,14,18,0.777777777777778
"effect_size",0.5,14,"Simple univariate",0.1,0.8,16,20,0.8
"effect_size",0.5,14,"Simple univariate",0.2,0.8,25,29,0.862068965517241
"effect_size",0.5,14,"Covariate-adjusted",0.05,0.6,3,6,0.5
"effect_size",0.5,14,"Covariate-adjusted",0.1,0.6,4,7,0.571428571428571
"effect_size",0.5,14,"Covariate-adjusted",0.2,0.8,15,19,0.789473684210526
"effect_size",0.5,15,"Simple univariate",0.05,0.8,19,23,0.826086956521739
"effect_size",0.5,15,"Simple univariate",0.1,0.8,20,24,0.833333333333333
"effect_size",0.5,15,"Simple univariate",0.2,0.8,35,39,0.897435897435897
"effect_size",0.5,15,"Covariate-adjusted",0.05,0.4,3,5,0.6
"effect_size",0.5,15,"Covariate-adjusted",0.1,0.8,8,12,0.666666666666667
"effect_size",0.5,15,"Covariate-adjusted",0.2,0.8,25,29,0.862068965517241
"effect_size",0.5,16,"Simple univariate",0.05,1,24,29,0.827586206896552
"effect_size",0.5,16,"Simple univariate",0.1,1,27,32,0.84375
"effect_size",0.5,16,"Simple univariate",0.2,1,31,36,0.861111111111111
"effect_size",0.5,16,"Covariate-adjusted",0.05,0.4,11,13,0.846153846153846
"effect_size",0.5,16,"Covariate-adjusted",0.1,0.4,15,17,0.882352941176471
"effect_size",0.5,16,"Covariate-adjusted",0.2,1,27,32,0.84375
"effect_size",0.5,17,"Simple univariate",0.05,0.8,21,25,0.84
"effect_size",0.5,17,"Simple univariate",0.1,0.8,24,28,0.857142857142857
"effect_size",0.5,17,"Simple univariate",0.2,0.8,29,33,0.878787878787879
"effect_size",0.5,17,"Covariate-adjusted",0.05,0.4,6,8,0.75
"effect_size",0.5,17,"Covariate-adjusted",0.1,0.6,12,15,0.8
"effect_size",0.5,17,"Covariate-adjusted",0.2,0.8,16,20,0.8
"effect_size",0.5,18,"Simple univariate",0.05,0.4,16,18,0.888888888888889
"effect_size",0.5,18,"Simple univariate",0.1,0.6,24,27,0.888888888888889
"effect_size",0.5,18,"Simple univariate",0.2,0.6,30,33,0.909090909090909
"effect_size",0.5,18,"Covariate-adjusted",0.05,0.4,14,16,0.875
"effect_size",0.5,18,"Covariate-adjusted",0.1,0.4,21,23,0.91304347826087
"effect_size",0.5,18,"Covariate-adjusted",0.2,0.6,30,33,0.909090909090909
"effect_size",0.5,19,"Simple univariate",0.05,0.6,11,14,0.785714285714286
"effect_size",0.5,19,"Simple univariate",0.1,0.8,14,18,0.777777777777778
"effect_size",0.5,19,"Simple univariate",0.2,0.8,31,35,0.885714285714286
"effect_size",0.5,19,"Covariate-adjusted",0.05,0,4,4,1
"effect_size",0.5,19,"Covariate-adjusted",0.1,0,7,7,1
"effect_size",0.5,19,"Covariate-adjusted",0.2,0.6,13,16,0.8125
"effect_size",0.5,20,"Simple univariate",0.05,0.6,13,16,0.8125
"effect_size",0.5,20,"Simple univariate",0.1,0.6,16,19,0.842105263157895
"effect_size",0.5,20,"Simple univariate",0.2,0.6,27,30,0.9
"effect_size",0.5,20,"Covariate-adjusted",0.05,0.4,6,8,0.75
"effect_size",0.5,20,"Covariate-adjusted",0.1,0.4,6,8,0.75
"effect_size",0.5,20,"Covariate-adjusted",0.2,0.4,13,15,0.866666666666667
"effect_size",0.5,21,"Simple univariate",0.05,0.8,15,19,0.789473684210526
"effect_size",0.5,21,"Simple univariate",0.1,0.8,17,21,0.80952380952381
"effect_size",0.5,21,"Simple univariate",0.2,0.8,21,25,0.84
"effect_size",0.5,21,"Covariate-adjusted",0.05,0.6,7,10,0.7
"effect_size",0.5,21,"Covariate-adjusted",0.1,0.6,10,13,0.769230769230769
"effect_size",0.5,21,"Covariate-adjusted",0.2,0.6,17,20,0.85
"effect_size",0.5,22,"Simple univariate",0.05,0.4,14,16,0.875
"effect_size",0.5,22,"Simple univariate",0.1,0.6,22,25,0.88
"effect_size",0.5,22,"Simple univariate",0.2,0.6,35,38,0.921052631578947
"effect_size",0.5,22,"Covariate-adjusted",0.05,0.2,2,3,0.666666666666667
"effect_size",0.5,22,"Covariate-adjusted",0.1,0.2,4,5,0.8
"effect_size",0.5,22,"Covariate-adjusted",0.2,0.2,7,8,0.875
"effect_size",0.5,23,"Simple univariate",0.05,0.4,11,13,0.846153846153846
"effect_size",0.5,23,"Simple univariate",0.1,0.4,16,18,0.888888888888889
"effect_size",0.5,23,"Simple univariate",0.2,1,26,31,0.838709677419355
"effect_size",0.5,23,"Covariate-adjusted",0.05,0.4,5,7,0.714285714285714
"effect_size",0.5,23,"Covariate-adjusted",0.1,0.4,5,7,0.714285714285714
"effect_size",0.5,23,"Covariate-adjusted",0.2,0.4,13,15,0.866666666666667
"effect_size",0.5,24,"Simple univariate",0.05,0.8,16,20,0.8
"effect_size",0.5,24,"Simple univariate",0.1,0.8,20,24,0.833333333333333
"effect_size",0.5,24,"Simple univariate",0.2,0.8,31,35,0.885714285714286
"effect_size",0.5,24,"Covariate-adjusted",0.05,0.6,7,10,0.7
"effect_size",0.5,24,"Covariate-adjusted",0.1,0.6,10,13,0.769230769230769
"effect_size",0.5,24,"Covariate-adjusted",0.2,0.6,23,26,0.884615384615385
"effect_size",0.5,25,"Simple univariate",0.05,1,21,26,0.807692307692308
"effect_size",0.5,25,"Simple univariate",0.1,1,29,34,0.852941176470588
"effect_size",0.5,25,"Simple univariate",0.2,1,39,44,0.886363636363636
"effect_size",0.5,25,"Covariate-adjusted",0.05,0.6,7,10,0.7
"effect_size",0.5,25,"Covariate-adjusted",0.1,0.6,10,13,0.769230769230769
"effect_size",0.5,25,"Covariate-adjusted",0.2,0.8,15,19,0.789473684210526
"effect_size",0.5,26,"Simple univariate",0.05,0.6,7,10,0.7
"effect_size",0.5,26,"Simple univariate",0.1,0.6,10,13,0.769230769230769
"effect_size",0.5,26,"Simple univariate",0.2,0.6,14,17,0.823529411764706
"effect_size",0.5,26,"Covariate-adjusted",0.05,0.2,3,4,0.75
"effect_size",0.5,26,"Covariate-adjusted",0.1,0.2,4,5,0.8
"effect_size",0.5,26,"Covariate-adjusted",0.2,0.2,4,5,0.8
"effect_size",0.5,27,"Simple univariate",0.05,0.8,18,22,0.818181818181818
"effect_size",0.5,27,"Simple univariate",0.1,1,18,23,0.782608695652174
"effect_size",0.5,27,"Simple univariate",0.2,1,30,35,0.857142857142857
"effect_size",0.5,27,"Covariate-adjusted",0.05,0.6,7,10,0.7
"effect_size",0.5,27,"Covariate-adjusted",0.1,0.6,7,10,0.7
"effect_size",0.5,27,"Covariate-adjusted",0.2,0.8,10,14,0.714285714285714
"effect_size",0.5,28,"Simple univariate",0.05,1,21,26,0.807692307692308
"effect_size",0.5,28,"Simple univariate",0.1,1,25,30,0.833333333333333
"effect_size",0.5,28,"Simple univariate",0.2,1,34,39,0.871794871794872
"effect_size",0.5,28,"Covariate-adjusted",0.05,0.6,7,10,0.7
"effect_size",0.5,28,"Covariate-adjusted",0.1,0.6,14,17,0.823529411764706
"effect_size",0.5,28,"Covariate-adjusted",0.2,0.6,24,27,0.888888888888889
"effect_size",0.5,29,"Simple univariate",0.05,0.6,10,13,0.769230769230769
"effect_size",0.5,29,"Simple univariate",0.1,0.6,16,19,0.842105263157895
"effect_size",0.5,29,"Simple univariate",0.2,0.6,17,20,0.85
"effect_size",0.5,29,"Covariate-adjusted",0.05,0.2,1,2,0.5
"effect_size",0.5,29,"Covariate-adjusted",0.1,0.2,8,9,0.888888888888889
"effect_size",0.5,29,"Covariate-adjusted",0.2,0.2,9,10,0.9
"effect_size",0.5,30,"Simple univariate",0.05,0.8,20,24,0.833333333333333
"effect_size",0.5,30,"Simple univariate",0.1,1,23,28,0.821428571428571
"effect_size",0.5,30,"Simple univariate",0.2,1,30,35,0.857142857142857
"effect_size",0.5,30,"Covariate-adjusted",0.05,0.4,6,8,0.75
"effect_size",0.5,30,"Covariate-adjusted",0.1,0.4,7,9,0.777777777777778
"effect_size",0.5,30,"Covariate-adjusted",0.2,0.4,11,13,0.846153846153846
"effect_size",0.5,31,"Simple univariate",0.05,0.6,22,25,0.88
"effect_size",0.5,31,"Simple univariate",0.1,0.6,29,32,0.90625
"effect_size",0.5,31,"Simple univariate",0.2,0.8,38,42,0.904761904761905
"effect_size",0.5,31,"Covariate-adjusted",0.05,0.4,5,7,0.714285714285714
"effect_size",0.5,31,"Covariate-adjusted",0.1,0.4,6,8,0.75
"effect_size",0.5,31,"Covariate-adjusted",0.2,0.6,9,12,0.75
"effect_size",0.5,32,"Simple univariate",0.05,0.8,14,18,0.777777777777778
"effect_size",0.5,32,"Simple univariate",0.1,0.8,23,27,0.851851851851852
"effect_size",0.5,32,"Simple univariate",0.2,0.8,34,38,0.894736842105263
"effect_size",0.5,32,"Covariate-adjusted",0.05,0.6,9,12,0.75
"effect_size",0.5,32,"Covariate-adjusted",0.1,0.6,14,17,0.823529411764706
"effect_size",0.5,32,"Covariate-adjusted",0.2,0.6,26,29,0.896551724137931
"effect_size",0.5,33,"Simple univariate",0.05,0.6,16,19,0.842105263157895
"effect_size",0.5,33,"Simple univariate",0.1,0.6,20,23,0.869565217391304
"effect_size",0.5,33,"Simple univariate",0.2,0.6,22,25,0.88
"effect_size",0.5,33,"Covariate-adjusted",0.05,0.2,5,6,0.833333333333333
"effect_size",0.5,33,"Covariate-adjusted",0.1,0.4,12,14,0.857142857142857
"effect_size",0.5,33,"Covariate-adjusted",0.2,0.6,21,24,0.875
"effect_size",0.5,34,"Simple univariate",0.05,1,15,20,0.75
"effect_size",0.5,34,"Simple univariate",0.1,1,21,26,0.807692307692308
"effect_size",0.5,34,"Simple univariate",0.2,1,31,36,0.861111111111111
"effect_size",0.5,34,"Covariate-adjusted",0.05,0.4,5,7,0.714285714285714
"effect_size",0.5,34,"Covariate-adjusted",0.1,0.4,7,9,0.777777777777778
"effect_size",0.5,34,"Covariate-adjusted",0.2,0.6,20,23,0.869565217391304
"effect_size",0.5,35,"Simple univariate",0.05,0.8,14,18,0.777777777777778
"effect_size",0.5,35,"Simple univariate",0.1,0.8,15,19,0.789473684210526
"effect_size",0.5,35,"Simple univariate",0.2,1,39,44,0.886363636363636
"effect_size",0.5,35,"Covariate-adjusted",0.05,0.6,10,13,0.769230769230769
"effect_size",0.5,35,"Covariate-adjusted",0.1,0.6,11,14,0.785714285714286
"effect_size",0.5,35,"Covariate-adjusted",0.2,0.6,18,21,0.857142857142857
"effect_size",0.5,36,"Simple univariate",0.05,0.8,18,22,0.818181818181818
"effect_size",0.5,36,"Simple univariate",0.1,0.8,23,27,0.851851851851852
"effect_size",0.5,36,"Simple univariate",0.2,1,32,37,0.864864864864865
"effect_size",0.5,36,"Covariate-adjusted",0.05,0.6,6,9,0.666666666666667
"effect_size",0.5,36,"Covariate-adjusted",0.1,0.6,7,10,0.7
"effect_size",0.5,36,"Covariate-adjusted",0.2,0.6,12,15,0.8
"effect_size",0.5,37,"Simple univariate",0.05,0.6,10,13,0.769230769230769
"effect_size",0.5,37,"Simple univariate",0.1,0.6,13,16,0.8125
"effect_size",0.5,37,"Simple univariate",0.2,0.8,29,33,0.878787878787879
"effect_size",0.5,37,"Covariate-adjusted",0.05,0.4,3,5,0.6
"effect_size",0.5,37,"Covariate-adjusted",0.1,0.6,7,10,0.7
"effect_size",0.5,37,"Covariate-adjusted",0.2,0.6,17,20,0.85
"effect_size",0.5,38,"Simple univariate",0.05,0.6,7,10,0.7
"effect_size",0.5,38,"Simple univariate",0.1,0.8,9,13,0.692307692307692
"effect_size",0.5,38,"Simple univariate",0.2,1,14,19,0.736842105263158
"effect_size",0.5,38,"Covariate-adjusted",0.05,0.2,3,4,0.75
"effect_size",0.5,38,"Covariate-adjusted",0.1,0.4,5,7,0.714285714285714
"effect_size",0.5,38,"Covariate-adjusted",0.2,0.4,7,9,0.777777777777778
"effect_size",0.5,39,"Simple univariate",0.05,0.8,9,13,0.692307692307692
"effect_size",0.5,39,"Simple univariate",0.1,0.8,13,17,0.764705882352941
"effect_size",0.5,39,"Simple univariate",0.2,0.8,18,22,0.818181818181818
"effect_size",0.5,39,"Covariate-adjusted",0.05,0.6,4,7,0.571428571428571
"effect_size",0.5,39,"Covariate-adjusted",0.1,0.8,8,12,0.666666666666667
"effect_size",0.5,39,"Covariate-adjusted",0.2,0.8,10,14,0.714285714285714
"effect_size",0.5,40,"Simple univariate",0.05,0.6,15,18,0.833333333333333
"effect_size",0.5,40,"Simple univariate",0.1,0.6,27,30,0.9
"effect_size",0.5,40,"Simple univariate",0.2,0.8,31,35,0.885714285714286
"effect_size",0.5,40,"Covariate-adjusted",0.05,0.4,6,8,0.75
"effect_size",0.5,40,"Covariate-adjusted",0.1,0.8,7,11,0.636363636363636
"effect_size",0.5,40,"Covariate-adjusted",0.2,0.8,12,16,0.75
"effect_size",0.5,41,"Simple univariate",0.05,0.8,16,20,0.8
"effect_size",0.5,41,"Simple univariate",0.1,0.8,21,25,0.84
"effect_size",0.5,41,"Simple univariate",0.2,1,27,32,0.84375
"effect_size",0.5,41,"Covariate-adjusted",0.05,0.4,3,5,0.6
"effect_size",0.5,41,"Covariate-adjusted",0.1,0.8,3,7,0.428571428571429
"effect_size",0.5,41,"Covariate-adjusted",0.2,0.8,10,14,0.714285714285714
"effect_size",0.5,42,"Simple univariate",0.05,0.6,14,17,0.823529411764706
"effect_size",0.5,42,"Simple univariate",0.1,0.6,16,19,0.842105263157895
"effect_size",0.5,42,"Simple univariate",0.2,0.6,26,29,0.896551724137931
"effect_size",0.5,42,"Covariate-adjusted",0.05,0.6,2,5,0.4
"effect_size",0.5,42,"Covariate-adjusted",0.1,0.6,5,8,0.625
"effect_size",0.5,42,"Covariate-adjusted",0.2,0.6,6,9,0.666666666666667
"effect_size",0.5,43,"Simple univariate",0.05,0.8,15,19,0.789473684210526
"effect_size",0.5,43,"Simple univariate",0.1,0.8,23,27,0.851851851851852
"effect_size",0.5,43,"Simple univariate",0.2,0.8,28,32,0.875
"effect_size",0.5,43,"Covariate-adjusted",0.05,0.4,1,3,0.333333333333333
"effect_size",0.5,43,"Covariate-adjusted",0.1,0.4,1,3,0.333333333333333
"effect_size",0.5,43,"Covariate-adjusted",0.2,0.6,15,18,0.833333333333333
"effect_size",0.5,44,"Simple univariate",0.05,0.6,10,13,0.769230769230769
"effect_size",0.5,44,"Simple univariate",0.1,0.8,13,17,0.764705882352941
"effect_size",0.5,44,"Simple univariate",0.2,0.8,18,22,0.818181818181818
"effect_size",0.5,44,"Covariate-adjusted",0.05,0.2,4,5,0.8
"effect_size",0.5,44,"Covariate-adjusted",0.1,0.2,7,8,0.875
"effect_size",0.5,44,"Covariate-adjusted",0.2,0.2,13,14,0.928571428571429
"effect_size",0.5,45,"Simple univariate",0.05,0.6,13,16,0.8125
"effect_size",0.5,45,"Simple univariate",0.1,0.6,18,21,0.857142857142857
"effect_size",0.5,45,"Simple univariate",0.2,0.8,24,28,0.857142857142857
"effect_size",0.5,45,"Covariate-adjusted",0.05,0.4,4,6,0.666666666666667
"effect_size",0.5,45,"Covariate-adjusted",0.1,0.4,5,7,0.714285714285714
"effect_size",0.5,45,"Covariate-adjusted",0.2,0.4,7,9,0.777777777777778
"effect_size",0.5,46,"Simple univariate",0.05,0.6,12,15,0.8
"effect_size",0.5,46,"Simple univariate",0.1,0.6,17,20,0.85
"effect_size",0.5,46,"Simple univariate",0.2,0.6,28,31,0.903225806451613
"effect_size",0.5,46,"Covariate-adjusted",0.05,0.4,3,5,0.6
"effect_size",0.5,46,"Covariate-adjusted",0.1,0.4,4,6,0.666666666666667
"effect_size",0.5,46,"Covariate-adjusted",0.2,0.4,12,14,0.857142857142857
"effect_size",0.5,47,"Simple univariate",0.05,1,13,18,0.722222222222222
"effect_size",0.5,47,"Simple univariate",0.1,1,23,28,0.821428571428571
"effect_size",0.5,47,"Simple univariate",0.2,1,35,40,0.875
"effect_size",0.5,47,"Covariate-adjusted",0.05,0.6,4,7,0.571428571428571
"effect_size",0.5,47,"Covariate-adjusted",0.1,0.6,12,15,0.8
"effect_size",0.5,47,"Covariate-adjusted",0.2,0.8,18,22,0.818181818181818
"effect_size",0.5,48,"Simple univariate",0.05,0.6,12,15,0.8
"effect_size",0.5,48,"Simple univariate",0.1,0.6,18,21,0.857142857142857
"effect_size",0.5,48,"Simple univariate",0.2,0.6,38,41,0.926829268292683
"effect_size",0.5,48,"Covariate-adjusted",0.05,0.2,9,10,0.9
"effect_size",0.5,48,"Covariate-adjusted",0.1,0.4,19,21,0.904761904761905
"effect_size",0.5,48,"Covariate-adjusted",0.2,0.4,24,26,0.923076923076923
"effect_size",0.5,49,"Simple univariate",0.05,0.8,11,15,0.733333333333333
"effect_size",0.5,49,"Simple univariate",0.1,0.8,20,24,0.833333333333333
"effect_size",0.5,49,"Simple univariate",0.2,1,26,31,0.838709677419355
"effect_size",0.5,49,"Covariate-adjusted",0.05,0,1,1,1
"effect_size",0.5,49,"Covariate-adjusted",0.1,0.2,8,9,0.888888888888889
"effect_size",0.5,49,"Covariate-adjusted",0.2,0.4,20,22,0.909090909090909
"effect_size",0.5,50,"Simple univariate",0.05,0.8,18,22,0.818181818181818
"effect_size",0.5,50,"Simple univariate",0.1,0.8,25,29,0.862068965517241
"effect_size",0.5,50,"Simple univariate",0.2,0.8,34,38,0.894736842105263
"effect_size",0.5,50,"Covariate-adjusted",0.05,0.6,7,10,0.7
"effect_size",0.5,50,"Covariate-adjusted",0.1,0.6,11,14,0.785714285714286
"effect_size",0.5,50,"Covariate-adjusted",0.2,0.6,25,28,0.892857142857143
"effect_size",1,1,"Simple univariate",0.05,0.6,24,27,0.888888888888889
"effect_size",1,1,"Simple univariate",0.1,0.8,28,32,0.875
"effect_size",1,1,"Simple univariate",0.2,0.8,40,44,0.909090909090909
"effect_size",1,1,"Covariate-adjusted",0.05,0.8,13,17,0.764705882352941
"effect_size",1,1,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"effect_size",1,1,"Covariate-adjusted",0.2,0.8,25,29,0.862068965517241
"effect_size",1,2,"Simple univariate",0.05,0.8,19,23,0.826086956521739
"effect_size",1,2,"Simple univariate",0.1,0.8,32,36,0.888888888888889
"effect_size",1,2,"Simple univariate",0.2,0.8,53,57,0.929824561403509
"effect_size",1,2,"Covariate-adjusted",0.05,0.6,19,22,0.863636363636364
"effect_size",1,2,"Covariate-adjusted",0.1,0.6,26,29,0.896551724137931
"effect_size",1,2,"Covariate-adjusted",0.2,0.6,39,42,0.928571428571429
"effect_size",1,3,"Simple univariate",0.05,1,16,21,0.761904761904762
"effect_size",1,3,"Simple univariate",0.1,1,20,25,0.8
"effect_size",1,3,"Simple univariate",0.2,1,27,32,0.84375
"effect_size",1,3,"Covariate-adjusted",0.05,0.8,12,16,0.75
"effect_size",1,3,"Covariate-adjusted",0.1,0.8,15,19,0.789473684210526
"effect_size",1,3,"Covariate-adjusted",0.2,0.8,21,25,0.84
"effect_size",1,4,"Simple univariate",0.05,1,31,36,0.861111111111111
"effect_size",1,4,"Simple univariate",0.1,1,39,44,0.886363636363636
"effect_size",1,4,"Simple univariate",0.2,1,45,50,0.9
"effect_size",1,4,"Covariate-adjusted",0.05,0.6,9,12,0.75
"effect_size",1,4,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"effect_size",1,4,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"effect_size",1,5,"Simple univariate",0.05,0.8,22,26,0.846153846153846
"effect_size",1,5,"Simple univariate",0.1,0.8,24,28,0.857142857142857
"effect_size",1,5,"Simple univariate",0.2,0.8,29,33,0.878787878787879
"effect_size",1,5,"Covariate-adjusted",0.05,0.8,11,15,0.733333333333333
"effect_size",1,5,"Covariate-adjusted",0.1,0.8,16,20,0.8
"effect_size",1,5,"Covariate-adjusted",0.2,0.8,20,24,0.833333333333333
"effect_size",1,6,"Simple univariate",0.05,1,27,32,0.84375
"effect_size",1,6,"Simple univariate",0.1,1,34,39,0.871794871794872
"effect_size",1,6,"Simple univariate",0.2,1,41,46,0.891304347826087
"effect_size",1,6,"Covariate-adjusted",0.05,0.6,18,21,0.857142857142857
"effect_size",1,6,"Covariate-adjusted",0.1,0.6,23,26,0.884615384615385
"effect_size",1,6,"Covariate-adjusted",0.2,1,37,42,0.880952380952381
"effect_size",1,7,"Simple univariate",0.05,0.6,21,24,0.875
"effect_size",1,7,"Simple univariate",0.1,0.6,26,29,0.896551724137931
"effect_size",1,7,"Simple univariate",0.2,0.6,36,39,0.923076923076923
"effect_size",1,7,"Covariate-adjusted",0.05,0.4,15,17,0.882352941176471
"effect_size",1,7,"Covariate-adjusted",0.1,0.4,20,22,0.909090909090909
"effect_size",1,7,"Covariate-adjusted",0.2,0.4,25,27,0.925925925925926
"effect_size",1,8,"Simple univariate",0.05,1,17,22,0.772727272727273
"effect_size",1,8,"Simple univariate",0.1,1,24,29,0.827586206896552
"effect_size",1,8,"Simple univariate",0.2,1,33,38,0.868421052631579
"effect_size",1,8,"Covariate-adjusted",0.05,0.8,8,12,0.666666666666667
"effect_size",1,8,"Covariate-adjusted",0.1,0.8,17,21,0.80952380952381
"effect_size",1,8,"Covariate-adjusted",0.2,0.8,26,30,0.866666666666667
"effect_size",1,9,"Simple univariate",0.05,0.8,19,23,0.826086956521739
"effect_size",1,9,"Simple univariate",0.1,0.8,27,31,0.870967741935484
"effect_size",1,9,"Simple univariate",0.2,1,34,39,0.871794871794872
"effect_size",1,9,"Covariate-adjusted",0.05,0.6,6,9,0.666666666666667
"effect_size",1,9,"Covariate-adjusted",0.1,0.6,9,12,0.75
"effect_size",1,9,"Covariate-adjusted",0.2,0.8,20,24,0.833333333333333
"effect_size",1,10,"Simple univariate",0.05,1,28,33,0.848484848484849
"effect_size",1,10,"Simple univariate",0.1,1,36,41,0.878048780487805
"effect_size",1,10,"Simple univariate",0.2,1,43,48,0.895833333333333
"effect_size",1,10,"Covariate-adjusted",0.05,0.6,22,25,0.88
"effect_size",1,10,"Covariate-adjusted",0.1,0.8,25,29,0.862068965517241
"effect_size",1,10,"Covariate-adjusted",0.2,0.8,38,42,0.904761904761905
"effect_size",1,11,"Simple univariate",0.05,1,23,28,0.821428571428571
"effect_size",1,11,"Simple univariate",0.1,1,27,32,0.84375
"effect_size",1,11,"Simple univariate",0.2,1,33,38,0.868421052631579
"effect_size",1,11,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"effect_size",1,11,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"effect_size",1,11,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"effect_size",1,12,"Simple univariate",0.05,1,24,29,0.827586206896552
"effect_size",1,12,"Simple univariate",0.1,1,33,38,0.868421052631579
"effect_size",1,12,"Simple univariate",0.2,1,56,61,0.918032786885246
"effect_size",1,12,"Covariate-adjusted",0.05,0.6,21,24,0.875
"effect_size",1,12,"Covariate-adjusted",0.1,0.8,37,41,0.902439024390244
"effect_size",1,12,"Covariate-adjusted",0.2,0.8,48,52,0.923076923076923
"effect_size",1,13,"Simple univariate",0.05,1,31,36,0.861111111111111
"effect_size",1,13,"Simple univariate",0.1,1,36,41,0.878048780487805
"effect_size",1,13,"Simple univariate",0.2,1,44,49,0.897959183673469
"effect_size",1,13,"Covariate-adjusted",0.05,0.4,16,18,0.888888888888889
"effect_size",1,13,"Covariate-adjusted",0.1,0.4,19,21,0.904761904761905
"effect_size",1,13,"Covariate-adjusted",0.2,0.8,43,47,0.914893617021277
"effect_size",1,14,"Simple univariate",0.05,0.8,21,25,0.84
"effect_size",1,14,"Simple univariate",0.1,0.8,25,29,0.862068965517241
"effect_size",1,14,"Simple univariate",0.2,1,34,39,0.871794871794872
"effect_size",1,14,"Covariate-adjusted",0.05,0.8,15,19,0.789473684210526
"effect_size",1,14,"Covariate-adjusted",0.1,0.8,24,28,0.857142857142857
"effect_size",1,14,"Covariate-adjusted",0.2,0.8,29,33,0.878787878787879
"effect_size",1,15,"Simple univariate",0.05,1,32,37,0.864864864864865
"effect_size",1,15,"Simple univariate",0.1,1,38,43,0.883720930232558
"effect_size",1,15,"Simple univariate",0.2,1,49,54,0.907407407407407
"effect_size",1,15,"Covariate-adjusted",0.05,0.4,22,24,0.916666666666667
"effect_size",1,15,"Covariate-adjusted",0.1,0.6,28,31,0.903225806451613
"effect_size",1,15,"Covariate-adjusted",0.2,1,40,45,0.888888888888889
"effect_size",1,16,"Simple univariate",0.05,0.8,26,30,0.866666666666667
"effect_size",1,16,"Simple univariate",0.1,0.8,36,40,0.9
"effect_size",1,16,"Simple univariate",0.2,1,42,47,0.893617021276596
"effect_size",1,16,"Covariate-adjusted",0.05,0.4,15,17,0.882352941176471
"effect_size",1,16,"Covariate-adjusted",0.1,0.4,24,26,0.923076923076923
"effect_size",1,16,"Covariate-adjusted",0.2,0.6,34,37,0.918918918918919
"effect_size",1,17,"Simple univariate",0.05,1,25,30,0.833333333333333
"effect_size",1,17,"Simple univariate",0.1,1,25,30,0.833333333333333
"effect_size",1,17,"Simple univariate",0.2,1,34,39,0.871794871794872
"effect_size",1,17,"Covariate-adjusted",0.05,0.6,8,11,0.727272727272727
"effect_size",1,17,"Covariate-adjusted",0.1,0.8,17,21,0.80952380952381
"effect_size",1,17,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"effect_size",1,18,"Simple univariate",0.05,1,12,17,0.705882352941177
"effect_size",1,18,"Simple univariate",0.1,1,23,28,0.821428571428571
"effect_size",1,18,"Simple univariate",0.2,1,29,34,0.852941176470588
"effect_size",1,18,"Covariate-adjusted",0.05,1,6,11,0.545454545454545
"effect_size",1,18,"Covariate-adjusted",0.1,1,7,12,0.583333333333333
"effect_size",1,18,"Covariate-adjusted",0.2,1,19,24,0.791666666666667
"effect_size",1,19,"Simple univariate",0.05,1,16,21,0.761904761904762
"effect_size",1,19,"Simple univariate",0.1,1,24,29,0.827586206896552
"effect_size",1,19,"Simple univariate",0.2,1,29,34,0.852941176470588
"effect_size",1,19,"Covariate-adjusted",0.05,0.8,13,17,0.764705882352941
"effect_size",1,19,"Covariate-adjusted",0.1,0.8,15,19,0.789473684210526
"effect_size",1,19,"Covariate-adjusted",0.2,0.8,29,33,0.878787878787879
"effect_size",1,20,"Simple univariate",0.05,0.6,14,17,0.823529411764706
